                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    633,                0.63123,                0.50141,                  1.111,                0.98403,                      1,                  0.995,                0.88856,                 0.5431,                0.40094,                0.99373,             0.00068716,             0.00068716,             0.00068716
                    634,                0.75748,                0.62196,                 1.1935,                0.99054,                      1,                  0.995,                0.90194,                 0.4854,                0.39967,                 0.9683,             0.00068666,             0.00068666,             0.00068666
                    635,                 0.6805,                0.55962,                 1.1398,                0.99302,                      1,                  0.995,                0.91667,                 0.4612,                0.38605,                0.95873,             0.00068617,             0.00068617,             0.00068617
                    636,                0.70595,                0.63159,                 1.1908,                0.99255,                      1,                  0.995,                0.92588,                0.45329,                0.40323,                0.95721,             0.00068568,             0.00068568,             0.00068568
                    637,                0.65367,                0.60754,                 1.1365,                0.99111,                      1,                  0.995,                 0.9218,                0.46183,                0.41537,                0.96417,             0.00068518,             0.00068518,             0.00068518
                    638,                0.74709,                0.62606,                 1.1835,                0.99497,                      1,                  0.995,                0.90982,                0.51847,                0.40881,                0.97398,             0.00068468,             0.00068468,             0.00068468
                    639,                0.69634,                0.55362,                 1.1327,                0.99332,                      1,                  0.995,                0.89702,                0.52784,                 0.3928,                0.97388,             0.00068419,             0.00068419,             0.00068419
                    640,                0.71465,                0.60165,                 1.1632,                0.99186,                0.99092,                  0.995,                0.91542,                0.46212,                0.36792,                0.96221,              0.0006837,              0.0006837,              0.0006837
                    641,                0.72785,                 0.5755,                 1.1556,                0.99139,                0.99059,                  0.995,                 0.9121,                0.46418,                0.36504,                0.96564,              0.0006832,              0.0006832,              0.0006832
                    642,                0.79555,                0.60261,                 1.1945,                0.99408,                0.99111,                  0.995,                0.90873,                0.46852,                 0.3788,                0.95979,             0.00068271,             0.00068271,             0.00068271
                    643,                0.70975,                0.52812,                 1.1226,                0.99465,                 0.9919,                  0.995,                0.90396,                0.47292,                0.37238,                0.95816,             0.00068221,             0.00068221,             0.00068221
                    644,                0.69298,                0.63712,                 1.1475,                0.99349,                0.99814,                  0.995,                 0.9157,                0.45836,                0.38189,                 0.9568,             0.00068171,             0.00068171,             0.00068171
                    645,                0.65277,                0.52765,                 1.1129,                0.99215,                      1,                  0.995,                0.90937,                0.46979,                 0.3875,                0.95715,             0.00068122,             0.00068122,             0.00068122
                    646,                 0.6754,                0.57164,                 1.1416,                0.98837,                      1,                  0.995,                 0.9163,                0.45126,                0.37786,                0.95628,             0.00068073,             0.00068073,             0.00068073
                    647,                0.67727,                 0.5498,                 1.1252,                0.98763,                      1,                  0.995,                0.92149,                0.45713,                0.38077,                0.96405,             0.00068023,             0.00068023,             0.00068023
                    648,                0.73859,                0.56771,                 1.1386,                0.98712,                      1,                  0.995,                0.88892,                0.53622,                0.39903,                0.99976,             0.00067973,             0.00067973,             0.00067973
                    649,                0.73521,                0.55038,                 1.1592,                0.98774,                      1,                  0.995,                0.90491,                0.50126,                0.39158,                0.97921,             0.00067924,             0.00067924,             0.00067924
                    650,                0.71307,                0.60838,                 1.1778,                0.99058,                0.99554,                  0.995,                0.91149,                0.46269,                0.37837,                0.95236,             0.00067875,             0.00067875,             0.00067875
                    651,                 0.7222,                0.58019,                 1.1683,                0.99332,                0.99373,                  0.995,                0.90604,                0.45669,                0.38443,                0.94564,             0.00067825,             0.00067825,             0.00067825
                    652,                0.71456,                0.57558,                 1.1462,                0.99503,                0.99732,                  0.995,                0.91151,                0.47379,                0.37301,                0.95082,             0.00067776,             0.00067776,             0.00067776
                    653,                0.70471,                0.57617,                 1.1476,                0.99488,                      1,                  0.995,                0.90483,                0.47662,                0.37245,                0.95262,             0.00067726,             0.00067726,             0.00067726
                    654,                0.71017,                0.59214,                 1.1533,                0.99274,                      1,                  0.995,                0.90384,                0.49286,                0.37854,                0.96003,             0.00067676,             0.00067676,             0.00067676
                    655,                0.74745,                0.63876,                 1.1768,                0.99198,                      1,                  0.995,                0.91717,                0.46747,                0.37079,                 0.9497,             0.00067627,             0.00067627,             0.00067627
                    656,                0.73998,                0.58744,                 1.1721,                0.99292,                      1,                  0.995,                0.90395,                0.48666,                0.37539,                0.95671,             0.00067577,             0.00067577,             0.00067577
                    657,                0.71849,                0.61653,                 1.1906,                0.99351,                      1,                  0.995,                0.91067,                0.47833,                 0.3696,                0.94869,             0.00067528,             0.00067528,             0.00067528
                    658,                0.71228,                0.55157,                 1.1452,                0.99268,                      1,                  0.995,                0.91079,                0.47449,                0.37554,                0.95401,             0.00067479,             0.00067479,             0.00067479
                    659,                0.71424,                0.54484,                 1.1519,                0.99285,                      1,                  0.995,                0.91006,                0.47883,                0.37842,                0.96209,             0.00067429,             0.00067429,             0.00067429
                    660,                0.72346,                0.61228,                 1.2032,                0.98807,                      1,                  0.995,                0.90818,                0.48825,                0.38238,                0.97372,              0.0006738,              0.0006738,              0.0006738
                    661,                 0.7135,                0.58599,                 1.1486,                0.98731,                      1,                  0.995,                 0.9103,                0.47387,                0.38181,                0.95762,              0.0006733,              0.0006733,              0.0006733
                    662,                0.70957,                 0.6015,                 1.1742,                 0.9851,                      1,                  0.995,                0.89878,                0.46065,                0.39391,                0.94418,              0.0006728,              0.0006728,              0.0006728
                    663,                0.64221,                0.54945,                 1.0956,                0.98808,                      1,                  0.995,                0.90939,                0.45515,                0.40389,                0.94435,             0.00067231,             0.00067231,             0.00067231
                    664,                0.68255,                0.55692,                 1.1308,                 0.9922,                      1,                  0.995,                0.91839,                0.45817,                0.38606,                0.95728,             0.00067181,             0.00067181,             0.00067181
                    665,                0.70386,                0.56319,                 1.1633,                 0.9936,                      1,                  0.995,                0.92159,                 0.4445,                0.36989,                0.94367,             0.00067132,             0.00067132,             0.00067132
                    666,                0.74107,                0.56766,                 1.1485,                  0.994,                      1,                  0.995,                0.90852,                0.46442,                0.37144,                0.94428,             0.00067083,             0.00067083,             0.00067083
                    667,                 0.7398,                0.64132,                 1.2211,                0.99124,                      1,                  0.995,                0.90761,                0.45464,                0.37863,                0.94886,             0.00067033,             0.00067033,             0.00067033
                    668,                 0.6705,                0.49756,                 1.1053,                0.98914,                      1,                  0.995,                0.91295,                 0.4641,                0.38936,                0.96137,             0.00066983,             0.00066983,             0.00066983
                    669,                0.64934,                0.54805,                 1.1239,                0.98931,                      1,                  0.995,                0.91625,                0.45217,                0.38787,                0.95528,             0.00066934,             0.00066934,             0.00066934
                    670,                0.65669,                0.54139,                 1.1301,                0.99415,                      1,                  0.995,                0.90908,                0.45398,                0.37316,                0.95289,             0.00066885,             0.00066885,             0.00066885
                    671,                0.64642,                0.51475,                 1.1056,                0.99363,                      1,                  0.995,                0.91669,                0.44278,                0.37516,                0.94954,             0.00066835,             0.00066835,             0.00066835
                    672,                0.70442,                0.61873,                 1.1507,                0.99526,                      1,                  0.995,                0.93562,                0.42063,                0.35423,                0.93737,             0.00066785,             0.00066785,             0.00066785
                    673,                0.65696,                0.52751,                 1.1034,                0.99282,                      1,                  0.995,                0.91798,                0.43059,                0.36161,                0.93374,             0.00066736,             0.00066736,             0.00066736
                    674,                0.73848,                0.59604,                 1.1833,                0.98817,                0.99752,                  0.995,                0.90587,                0.47242,                 0.3682,                0.95372,             0.00066686,             0.00066686,             0.00066686
                    675,                0.67229,                0.61588,                 1.1263,                0.99119,                0.99721,                  0.995,                0.90544,                0.46505,                0.36721,                0.95404,             0.00066637,             0.00066637,             0.00066637
                    676,                0.68489,                0.54172,                 1.1112,                0.99372,                      1,                  0.995,                0.89584,                0.49446,                0.37584,                0.97209,             0.00066588,             0.00066588,             0.00066588
                    677,                0.66125,                0.55425,                 1.1364,                0.99501,                      1,                  0.995,                0.90865,                0.45147,                0.36014,                0.95567,             0.00066538,             0.00066538,             0.00066538
                    678,                0.64247,                0.55012,                 1.1069,                0.99542,                      1,                  0.995,                0.91748,                0.44037,                0.34909,                0.94491,             0.00066488,             0.00066488,             0.00066488
                    679,                0.70381,                0.53355,                 1.1456,                  0.995,                      1,                  0.995,                0.91736,                0.44317,                 0.3589,                 0.9443,             0.00066439,             0.00066439,             0.00066439
                    680,                0.65264,                 0.5491,                 1.0996,                  0.995,                      1,                  0.995,                0.91895,                0.44995,                0.36208,                0.94223,              0.0006639,              0.0006639,              0.0006639
                    681,                0.67377,                0.53764,                 1.1244,                0.99466,                      1,                  0.995,                0.91017,                0.45408,                0.36016,                0.94088,              0.0006634,              0.0006634,              0.0006634
                    682,                0.71547,                0.55598,                  1.135,                0.99334,                      1,                  0.995,                0.91208,                 0.4572,                0.35591,                0.94615,              0.0006629,              0.0006629,              0.0006629
                    683,                0.69707,                0.57295,                 1.1411,                0.99326,                      1,                  0.995,                0.92091,                0.45581,                0.35523,                0.94728,             0.00066241,             0.00066241,             0.00066241
                    684,                0.73474,                0.57425,                 1.1438,                0.99218,                      1,                  0.995,                0.91929,                0.46627,                0.36617,                0.95416,             0.00066192,             0.00066192,             0.00066192
                    685,                0.72205,                0.56758,                 1.1288,                0.99101,                      1,                  0.995,                0.91638,                 0.4514,                0.36259,                0.94986,             0.00066142,             0.00066142,             0.00066142
                    686,                0.66112,                0.53879,                 1.1214,                0.99031,                      1,                  0.995,                0.93979,                0.40698,                0.35358,                0.93311,             0.00066093,             0.00066093,             0.00066093
                    687,                0.76089,                0.63427,                 1.2308,                0.99014,                      1,                  0.995,                0.92945,                0.41287,                0.35548,                0.93112,             0.00066043,             0.00066043,             0.00066043
                    688,                0.61408,                0.54344,                 1.0773,                0.99366,                      1,                  0.995,                0.90746,                0.47603,                0.36676,                0.94794,             0.00065993,             0.00065993,             0.00065993
                    689,                0.72681,                0.59179,                  1.156,                0.99422,                      1,                  0.995,                0.90949,                 0.4644,                0.36521,                0.94445,             0.00065944,             0.00065944,             0.00065944
                    690,                0.69482,                0.54115,                 1.1413,                0.99244,                      1,                  0.995,                 0.9369,                0.41362,                0.35723,                0.92086,             0.00065894,             0.00065894,             0.00065894
                    691,                0.67904,                0.56753,                 1.1402,                0.99307,                0.99938,                  0.995,                0.92394,                0.43706,                0.36645,                0.92631,             0.00065845,             0.00065845,             0.00065845
                    692,                0.62534,                0.49502,                 1.0896,                0.99423,                0.99302,                  0.995,                0.92315,                0.42004,                0.37157,                0.92478,             0.00065796,             0.00065796,             0.00065796
                    693,                0.64248,                0.52978,                 1.1255,                0.99374,                0.99348,                  0.995,                0.92312,                0.40696,                0.37792,                0.92121,             0.00065746,             0.00065746,             0.00065746
                    694,                0.69613,                0.56395,                 1.1425,                0.99348,                      1,                  0.995,                0.92098,                0.43076,                0.36215,                0.92243,             0.00065697,             0.00065697,             0.00065697
                    695,                0.62254,                0.53437,                 1.0962,                0.99365,                      1,                  0.995,                0.90877,                0.44904,                0.35938,                0.92523,             0.00065647,             0.00065647,             0.00065647
                    696,                0.69647,                0.61079,                 1.1371,                0.99529,                      1,                  0.995,                0.91635,                0.44486,                0.36174,                0.92821,             0.00065598,             0.00065598,             0.00065598
                    697,                0.66412,                0.51319,                 1.1025,                 0.9957,                      1,                  0.995,                 0.9162,                0.44397,                0.36512,                0.93251,             0.00065548,             0.00065548,             0.00065548
                    698,                 0.7261,                 0.6007,                 1.1613,                0.99159,                      1,                  0.995,                0.92534,                0.44025,                0.37492,                0.93439,             0.00065498,             0.00065498,             0.00065498
                    699,                0.70943,                0.62098,                 1.1902,                0.99156,                      1,                  0.995,                 0.9309,                0.42796,                0.36693,                0.93316,             0.00065449,             0.00065449,             0.00065449
                    700,                0.71069,                0.53756,                  1.185,                0.99253,                      1,                  0.995,                0.92802,                0.41653,                0.35363,                0.93839,               0.000654,               0.000654,               0.000654
                    701,                0.72721,                0.57902,                 1.1638,                0.99303,                      1,                  0.995,                0.93064,                0.40958,                0.34519,                0.93393,              0.0006535,              0.0006535,              0.0006535
                    702,                0.61421,                0.53749,                 1.0926,                0.99378,                      1,                  0.995,                0.92063,                0.45365,                 0.3584,                0.93945,             0.00065301,             0.00065301,             0.00065301
                    703,                   0.71,                0.62002,                 1.1406,                0.99143,                      1,                  0.995,                0.92361,                0.45287,                0.35787,                0.93712,             0.00065251,             0.00065251,             0.00065251
                    704,                0.67671,                0.58822,                 1.1303,                0.98959,                      1,                  0.995,                0.92676,                0.44165,                0.35553,                0.94137,             0.00065202,             0.00065202,             0.00065202
                    705,                0.63621,                0.54454,                 1.0885,                0.98862,                      1,                  0.995,                0.92111,                0.44684,                0.35316,                0.94259,             0.00065152,             0.00065152,             0.00065152
                    706,                0.66754,                0.57085,                 1.1083,                0.99226,                0.99107,                  0.995,                0.91713,                0.45331,                0.36704,                0.94183,             0.00065102,             0.00065102,             0.00065102
                    707,                0.72289,                0.60551,                 1.1396,                0.99194,                0.99124,                  0.995,                0.91818,                0.45824,                0.37602,                0.94534,             0.00065053,             0.00065053,             0.00065053
                    708,                0.69161,                 0.5925,                 1.1403,                0.98361,                0.99762,                  0.995,                0.91149,                0.49175,                0.40005,                0.95826,             0.00065004,             0.00065004,             0.00065004
                    709,                0.67121,                0.57179,                 1.1098,                 0.9915,                0.99157,                  0.995,                0.91771,                0.47098,                0.39445,                 0.9518,             0.00064954,             0.00064954,             0.00064954
                    710,                0.71303,                0.65545,                 1.1603,                0.98871,                      1,                  0.995,                0.91454,                0.47136,                0.37479,                0.95657,             0.00064905,             0.00064905,             0.00064905
                    711,                0.74026,                0.58802,                  1.152,                0.99068,                      1,                  0.995,                0.92035,                0.47756,                0.37328,                0.96529,             0.00064855,             0.00064855,             0.00064855
                    712,                0.72316,                0.56753,                 1.1834,                0.99233,                      1,                  0.995,                0.90811,                0.46727,                0.37108,                0.96633,             0.00064806,             0.00064806,             0.00064806
                    713,                0.63441,                0.52544,                 1.1107,                0.99212,                      1,                  0.995,                0.90929,                0.45811,                0.36755,                0.95536,             0.00064756,             0.00064756,             0.00064756
                    714,                0.68854,                0.58812,                 1.1353,                0.99068,                      1,                  0.995,                0.91122,                0.47485,                0.38422,                0.96055,             0.00064707,             0.00064707,             0.00064707
                    715,                0.69279,                0.57592,                 1.1345,                0.98829,                0.99752,                  0.995,                0.91733,                0.44591,                0.38332,                0.94723,             0.00064657,             0.00064657,             0.00064657
                    716,                0.71444,                 0.5805,                 1.1479,                0.98994,                0.99653,                  0.995,                 0.9172,                 0.4454,                0.37534,                0.93933,             0.00064608,             0.00064608,             0.00064608
                    717,                0.66038,                0.61017,                 1.1198,                0.99096,                0.99662,                  0.995,                0.91348,                0.44579,                0.37202,                0.94005,             0.00064558,             0.00064558,             0.00064558
                    718,                0.73125,                0.54102,                 1.1776,                0.99266,                0.99366,                  0.995,                0.92092,                0.43134,                0.36287,                0.93108,             0.00064508,             0.00064508,             0.00064508
                    719,                0.67623,                0.51919,                 1.1239,                0.99363,                0.99187,                  0.995,                0.91167,                0.44382,                0.36089,                0.93382,             0.00064459,             0.00064459,             0.00064459
                    720,                0.64991,                0.54368,                 1.1068,                0.99463,                0.98889,                0.99437,                0.91096,                0.47162,                0.35988,                0.93941,              0.0006441,              0.0006441,              0.0006441
                    721,                0.65616,                0.56132,                 1.1014,                0.99331,                0.98889,                0.99437,                0.91913,                0.44916,                0.36494,                0.93256,              0.0006436,              0.0006436,              0.0006436
                    722,                 0.6896,                0.57755,                 1.1455,                0.99513,                 0.9919,                  0.995,                0.91526,                0.45449,                0.36186,                0.94709,              0.0006431,              0.0006431,              0.0006431
                    723,                0.67887,                0.55423,                  1.138,                0.99456,                0.99176,                  0.995,                0.91961,                 0.4538,                0.35597,                0.94442,             0.00064261,             0.00064261,             0.00064261
                    724,                0.65737,                0.54634,                  1.102,                0.99167,                0.99718,                  0.995,                0.92686,                0.43071,                0.35072,                0.93816,             0.00064212,             0.00064212,             0.00064212
                    725,                 0.6775,                0.53483,                  1.115,                0.99338,                      1,                  0.995,                0.91134,                0.45647,                0.35936,                0.95814,             0.00064162,             0.00064162,             0.00064162
                    726,                0.66409,                0.57211,                 1.1244,                0.99302,                      1,                  0.995,                0.91928,                 0.4299,                0.36418,                0.94286,             0.00064112,             0.00064112,             0.00064112
                    727,                0.63331,                0.48948,                 1.0843,                  0.993,                      1,                  0.995,                0.92593,                0.42439,                0.36169,                0.93785,             0.00064063,             0.00064063,             0.00064063
                    728,                0.67674,                0.56885,                  1.128,                0.99275,                      1,                  0.995,                0.91997,                0.41738,                0.34524,                0.93255,             0.00064014,             0.00064014,             0.00064014
                    729,                0.59617,                0.48914,                  1.065,                0.99297,                0.99714,                  0.995,                0.91439,                0.41612,                0.34505,                0.93167,             0.00063964,             0.00063964,             0.00063964
                    730,                0.61072,                0.49725,                 1.0862,                0.99177,                0.99756,                  0.995,                0.92961,                0.39886,                0.34903,                0.92367,             0.00063914,             0.00063914,             0.00063914
                    731,                0.59874,                0.50443,                 1.0938,                0.99168,                0.99995,                  0.995,                 0.9254,                0.40364,                0.34901,                0.92509,             0.00063865,             0.00063865,             0.00063865
                    732,                0.67615,                0.53928,                 1.1166,                0.99114,                0.99656,                  0.995,                0.92905,                0.42146,                0.35679,                0.93282,             0.00063816,             0.00063816,             0.00063816
                    733,                0.64496,                0.50964,                 1.1098,                 0.9904,                0.99702,                  0.995,                0.91991,                0.43304,                0.36157,                0.93897,             0.00063766,             0.00063766,             0.00063766
                    734,                0.64637,                0.54197,                 1.1353,                0.99302,                0.99449,                  0.995,                0.90467,                0.44996,                0.35282,                0.95762,             0.00063716,             0.00063716,             0.00063716
                    735,                0.63094,                0.54557,                 1.1033,                0.99478,                0.99307,                  0.995,                0.91204,                0.44201,                0.35193,                0.95901,             0.00063667,             0.00063667,             0.00063667
                    736,                0.65423,                0.52463,                 1.1203,                0.99339,                0.99354,                  0.995,                0.91263,                0.44006,                 0.3542,                0.94787,             0.00063618,             0.00063618,             0.00063618
                    737,                 0.6321,                 0.5292,                 1.0951,                0.99087,                 0.9968,                  0.995,                0.91749,                0.43457,                0.35659,                0.93846,             0.00063568,             0.00063568,             0.00063568
                    738,                0.66696,                0.59516,                 1.1092,                0.99255,                      1,                  0.995,                0.92985,                0.40951,                0.34733,                 0.9236,             0.00063519,             0.00063519,             0.00063519
                    739,                0.61532,                0.51146,                 1.0846,                 0.9932,                      1,                  0.995,                0.93586,                0.41972,                0.34278,                 0.9202,             0.00063469,             0.00063469,             0.00063469
                    740,                0.65325,                0.49109,                 1.1026,                0.99495,                      1,                  0.995,                0.93726,                0.40884,                0.33748,                0.91227,              0.0006342,              0.0006342,              0.0006342
                    741,                0.66841,                0.59457,                 1.1218,                0.99438,                      1,                  0.995,                 0.9335,                0.40284,                0.33329,                 0.9154,              0.0006337,              0.0006337,              0.0006337
                    742,                0.65628,                0.56641,                 1.1324,                0.99404,                      1,                  0.995,                 0.9047,                0.49343,                0.36582,                0.96474,              0.0006332,              0.0006332,              0.0006332
                    743,                0.67232,                0.57415,                  1.123,                0.99471,                      1,                  0.995,                0.89907,                0.48702,                0.36219,                0.96454,             0.00063271,             0.00063271,             0.00063271
                    744,                0.63152,                0.54939,                 1.1026,                0.99548,                      1,                  0.995,                0.92632,                0.42327,                0.34563,                0.93715,             0.00063222,             0.00063222,             0.00063222
                    745,                0.66083,                0.55889,                 1.1386,                0.99532,                      1,                  0.995,                0.93113,                0.41267,                0.34559,                 0.9321,             0.00063172,             0.00063172,             0.00063172
                    746,                0.71108,                0.54532,                 1.1645,                0.99437,                      1,                  0.995,                0.91526,                0.44909,                0.34621,                 0.9528,             0.00063122,             0.00063122,             0.00063122
                    747,                0.67788,                  0.558,                 1.1519,                 0.9943,                      1,                  0.995,                0.90427,                0.47188,                0.34725,                0.95816,             0.00063073,             0.00063073,             0.00063073
                    748,                0.69978,                0.56761,                 1.1317,                0.99465,                      1,                  0.995,                0.91017,                0.47174,                0.34346,                  0.945,             0.00063024,             0.00063024,             0.00063024
                    749,                0.62338,                0.48754,                   1.09,                0.99463,                      1,                  0.995,                0.91259,                0.45276,                0.34744,                0.93857,             0.00062974,             0.00062974,             0.00062974
                    750,                0.69678,                0.58673,                 1.1545,                0.99411,                      1,                  0.995,                0.92422,                0.41268,                0.34335,                0.93137,             0.00062924,             0.00062924,             0.00062924
                    751,                0.62612,                0.55326,                 1.1077,                0.99358,                      1,                  0.995,                0.92803,                 0.4084,                0.34786,                0.92872,             0.00062875,             0.00062875,             0.00062875
                    752,                0.64889,                0.54727,                 1.1046,                0.99157,                      1,                  0.995,                0.92348,                0.42189,                0.34532,                0.93262,             0.00062825,             0.00062825,             0.00062825
                    753,                0.63542,                0.52898,                 1.1063,                  0.992,                      1,                  0.995,                 0.9182,                0.42655,                 0.3519,                0.93091,             0.00062776,             0.00062776,             0.00062776
                    754,                0.68453,                0.56269,                 1.1229,                0.99332,                      1,                  0.995,                0.92311,                0.40415,                0.34679,                 0.9183,             0.00062727,             0.00062727,             0.00062727
                    755,                0.71614,                0.62435,                 1.1599,                0.99345,                      1,                  0.995,                0.92199,                0.43022,                0.35039,                 0.9331,             0.00062677,             0.00062677,             0.00062677
                    756,                0.72098,                0.60656,                 1.1588,                0.99357,                      1,                  0.995,                 0.9182,                 0.4534,                0.35696,                0.96001,             0.00062628,             0.00062628,             0.00062628
                    757,                0.68359,                0.54186,                 1.1632,                0.99291,                      1,                  0.995,                0.92301,                0.42117,                0.34854,                 0.9447,             0.00062578,             0.00062578,             0.00062578
                    758,                0.69383,                0.51212,                 1.1181,                0.99368,                      1,                  0.995,                 0.9073,                0.45758,                0.35779,                0.94035,             0.00062528,             0.00062528,             0.00062528
                    759,                0.70131,                 0.5241,                 1.1264,                0.99252,                      1,                  0.995,                0.91814,                0.42149,                0.35223,                0.93082,             0.00062479,             0.00062479,             0.00062479
                    760,                0.65549,                0.58142,                 1.1357,                0.99155,                      1,                  0.995,                0.92327,                0.42907,                0.35748,                 0.9474,              0.0006243,              0.0006243,              0.0006243
                    761,                 0.7163,                0.56122,                 1.1435,                0.99175,                      1,                  0.995,                0.91698,                 0.4438,                0.36092,                 0.9519,              0.0006238,              0.0006238,              0.0006238
                    762,                0.64793,                0.52899,                 1.1114,                0.99409,                      1,                  0.995,                0.91947,                0.44003,                0.35295,                0.94938,              0.0006233,              0.0006233,              0.0006233
                    763,                0.69032,                0.57416,                 1.1354,                0.99485,                      1,                  0.995,                 0.9105,                 0.4474,                0.35184,                   0.95,             0.00062281,             0.00062281,             0.00062281
                    764,                 0.6441,                0.50262,                 1.0958,                 0.9935,                      1,                  0.995,                0.92641,                 0.4195,                0.34729,                0.93583,             0.00062232,             0.00062232,             0.00062232
                    765,                0.71429,                0.61122,                 1.1698,                0.99379,                      1,                  0.995,                0.92077,                0.43241,                0.34572,                0.94338,             0.00062182,             0.00062182,             0.00062182
                    766,                0.66483,                0.52382,                 1.1116,                0.99406,                      1,                  0.995,                0.92573,                0.43114,                 0.3488,                0.94125,             0.00062132,             0.00062132,             0.00062132
